B738;B737
B38M;B737
73P;B737
AT75;ATR72
A333;A330
AT45;ATR42
B734;B737
DH8D;DH8A
E190;E195
BCS3;BCS
B712;B717
B739;B737
73W;B737
B733;B737
CRJ9;CRJ
B763;B767
73H;B737
A20N;A320
CRJ7;CRJ
E75S;E175
A388;A380
B735;B737
32A;A320
B748;B747
E170;E170
B77W;B777
A332;A330
33X;A330
CRJX;CRJ
320;A320
321;A321
319;A319
739;B737
E170;E175
S20;SB20
